source,target,weight
72,132,{'weight': 1}
72,447,{'weight': 1}
72,568,{'weight': 1}
72,181,{'weight': 1}
72,99,{'weight': 1}
72,2449,{'weight': 1}
72,362,{'weight': -3}
264,1,{'weight': 1}
264,2,{'weight': 10}
264,11,{'weight': 3}
264,15,{'weight': 2}
264,21,{'weight': 1}
264,52,{'weight': 1}
264,137,{'weight': 2}
264,183,{'weight': 2}
264,185,{'weight': 1}
264,255,{'weight': 1}
264,258,{'weight': 1}
264,805,{'weight': 10}
264,301,{'weight': 8}
264,488,{'weight': 5}
264,593,{'weight': 1}
264,2194,{'weight': 1}
264,639,{'weight': 1}
264,2126,{'weight': 1}
264,1457,{'weight': 1}
264,798,{'weight': -10}
2756,1,{'weight': 1}
1285,1,{'weight': 1}
1285,22,{'weight': 1}
1285,142,{'weight': 1}
1285,143,{'weight': 1}
1285,255,{'weight': 1}
613,1,{'weight': 1}
613,8,{'weight': 1}
613,9,{'weight': 2}
613,18,{'weight': 1}
613,22,{'weight': 1}
613,26,{'weight': 3}
613,44,{'weight': 7}
613,48,{'weight': 2}
613,133,{'weight': 1}
613,226,{'weight': 2}
613,366,{'weight': 2}
613,385,{'weight': 2}
613,876,{'weight': 1}
613,1337,{'weight': 1}
613,738,{'weight': 1}
304,1,{'weight': 1}
304,9,{'weight': 3}
304,11,{'weight': 5}
304,14,{'weight': 3}
304,15,{'weight': 2}
304,20,{'weight': 1}
304,57,{'weight': 2}
304,101,{'weight': 1}
304,176,{'weight': 5}
304,219,{'weight': 1}
304,220,{'weight': 3}
304,267,{'weight': 8}
304,360,{'weight': 3}
304,518,{'weight': 2}
304,392,{'weight': 1}
304,548,{'weight': 1}
304,681,{'weight': 1}
304,945,{'weight': 1}
304,2799,{'weight': 1}
304,7603,{'weight': 1}
304,346,{'weight': 1}
304,3516,{'weight': 1}
304,389,{'weight': 1}
1282,1,{'weight': 1}
1282,7,{'weight': 1}
1282,17,{'weight': 1}
1282,255,{'weight': 2}
4721,1,{'weight': 1}
1475,1,{'weight': 1}
1475,2,{'weight': 1}
1475,72,{'weight': 1}
1475,7603,{'weight': 1}
2746,1,{'weight': 1}
1715,1,{'weight': 1}
1715,77,{'weight': 1}
1715,194,{'weight': 1}
1715,252,{'weight': 1}
734,1,{'weight': 1}
734,6,{'weight': 4}
734,546,{'weight': 2}
734,1280,{'weight': 1}
2108,1,{'weight': 1}
2108,682,{'weight': 1}
1923,1,{'weight': 1}
1923,712,{'weight': 1}
1465,1,{'weight': 1}
1465,78,{'weight': 1}
1465,153,{'weight': 1}
2742,1,{'weight': 1}
2117,1,{'weight': 1}
2117,2737,{'weight': 1}
1720,1,{'weight': 1}
1720,66,{'weight': 1}
1720,682,{'weight': 1}
90,1,{'weight': 1}
90,2,{'weight': 2}
90,3,{'weight': 3}
90,6,{'weight': 5}
90,11,{'weight': 4}
90,21,{'weight': 2}
90,22,{'weight': 3}
90,24,{'weight': 1}
90,25,{'weight': 2}
90,30,{'weight': 1}
90,32,{'weight': 4}
90,39,{'weight': 3}
90,40,{'weight': 1}
90,41,{'weight': 2}
90,42,{'weight': 1}
90,43,{'weight': 1}
90,48,{'weight': 5}
90,50,{'weight': 4}
90,52,{'weight': 1}
90,56,{'weight': 3}
90,69,{'weight': 1}
90,78,{'weight': 2}
90,79,{'weight': 1}
90,89,{'weight': 1}
90,357,{'weight': 5}
90,100,{'weight': 5}
90,145,{'weight': 5}
90,7564,{'weight': 5}
90,328,{'weight': 4}
90,570,{'weight': 3}
90,314,{'weight': 3}
90,219,{'weight': 2}
90,266,{'weight': 1}
90,883,{'weight': 1}
90,395,{'weight': 1}
90,154,{'weight': 1}
90,203,{'weight': 1}
90,506,{'weight': 1}
90,189,{'weight': 1}
90,286,{'weight': 1}
90,122,{'weight': 1}
90,117,{'weight': 1}
90,402,{'weight': 1}
90,137,{'weight': 1}
90,405,{'weight': 1}
90,175,{'weight': 1}
90,131,{'weight': 1}
90,2038,{'weight': 1}
90,516,{'weight': 1}
90,132,{'weight': 1}
90,1011,{'weight': 1}
90,841,{'weight': 1}
90,7572,{'weight': -10}
2731,1,{'weight': 1}
1457,1,{'weight': 1}
1457,264,{'weight': 2}
1457,940,{'weight': 1}
1457,1477,{'weight': 1}
2725,1,{'weight': 1}
2109,1,{'weight': 1}
2109,682,{'weight': 1}
2109,732,{'weight': 1}
543,1,{'weight': 1}
543,18,{'weight': 2}
543,78,{'weight': 1}
543,253,{'weight': 10}
543,792,{'weight': 1}
2102,1,{'weight': 1}
2102,231,{'weight': 1}
712,1,{'weight': 1}
712,194,{'weight': 1}
712,744,{'weight': 3}
712,1923,{'weight': 1}
712,1676,{'weight': 1}
712,727,{'weight': 1}
231,1,{'weight': 1}
231,4,{'weight': 4}
231,20,{'weight': 2}
231,26,{'weight': 1}
231,48,{'weight': 7}
231,77,{'weight': 1}
231,132,{'weight': 10}
231,154,{'weight': 1}
231,514,{'weight': 2}
231,854,{'weight': 1}
231,2102,{'weight': 1}
231,1695,{'weight': 1}
231,7328,{'weight': 1}
2687,1,{'weight': 1}
1708,1,{'weight': 1}
1708,89,{'weight': 1}
1708,132,{'weight': 1}
1129,1,{'weight': 1}
1129,3,{'weight': 1}
1129,460,{'weight': 1}
1129,937,{'weight': 1}
1129,2351,{'weight': 1}
1129,1440,{'weight': 1}
76,1,{'weight': 1}
76,28,{'weight': 5}
76,39,{'weight': 2}
76,42,{'weight': 1}
76,75,{'weight': 1}
76,240,{'weight': 10}
76,303,{'weight': 3}
76,853,{'weight': 2}
76,2685,{'weight': 1}
76,1684,{'weight': 1}
76,78,{'weight': 1}
76,79,{'weight': 1}
76,77,{'weight': 1}
76,2696,{'weight': 1}
76,314,{'weight': 1}
76,97,{'weight': 1}
76,1011,{'weight': 1}
76,130,{'weight': 1}
76,339,{'weight': 1}
76,1258,{'weight': 1}
76,2626,{'weight': 1}
76,84,{'weight': 1}
76,2046,{'weight': 1}
76,619,{'weight': 1}
76,678,{'weight': 1}
76,672,{'weight': 1}
76,480,{'weight': 1}
76,2037,{'weight': 1}
76,408,{'weight': 1}
76,911,{'weight': 1}
76,1941,{'weight': 1}
2065,1,{'weight': 1}
2065,480,{'weight': 1}
2065,2660,{'weight': 1}
1251,1,{'weight': 1}
1251,343,{'weight': 8}
1251,994,{'weight': 1}
1251,1257,{'weight': 1}
1248,1,{'weight': 1}
1248,65,{'weight': 1}
1248,101,{'weight': 1}
1248,145,{'weight': 1}
1248,1250,{'weight': 1}
725,1,{'weight': 1}
725,10,{'weight': 1}
725,102,{'weight': 1}
725,130,{'weight': 1}
725,183,{'weight': 1}
725,574,{'weight': 1}
725,1661,{'weight': 1}
725,2007,{'weight': 1}
725,2579,{'weight': 1}
725,1113,{'weight': 1}
2559,1,{'weight': 1}
507,1,{'weight': 1}
507,72,{'weight': 1}
507,84,{'weight': 1}
507,150,{'weight': 1}
507,153,{'weight': 1}
507,182,{'weight': 1}
507,187,{'weight': 1}
507,405,{'weight': 1}
507,422,{'weight': 1}
507,566,{'weight': 3}
507,535,{'weight': 2}
507,583,{'weight': 1}
507,2104,{'weight': 1}
507,1985,{'weight': 1}
507,7589,{'weight': 1}
507,7371,{'weight': 1}
507,609,{'weight': 1}
1942,1,{'weight': 1}
1942,252,{'weight': 1}
1232,1,{'weight': 1}
1232,2,{'weight': 1}
1232,1643,{'weight': 3}
1232,2504,{'weight': 1}
1232,1936,{'weight': 1}
534,1,{'weight': 1}
534,4,{'weight': 4}
534,9,{'weight': 1}
534,16,{'weight': 1}
534,21,{'weight': 1}
534,181,{'weight': 1}
534,912,{'weight': 2}
534,2859,{'weight': 1}
534,2474,{'weight': 1}
534,2460,{'weight': 1}
534,7582,{'weight': -10}
994,1,{'weight': 1}
994,35,{'weight': 2}
994,57,{'weight': 1}
994,218,{'weight': 1}
994,252,{'weight': 1}
994,439,{'weight': 1}
994,578,{'weight': 1}
994,727,{'weight': 1}
994,1261,{'weight': 1}
994,1251,{'weight': 1}
503,1,{'weight': 1}
503,2,{'weight': 5}
503,16,{'weight': 5}
503,23,{'weight': 5}
503,33,{'weight': 1}
503,43,{'weight': 1}
503,99,{'weight': 2}
503,200,{'weight': 1}
2448,1,{'weight': 1}
846,1,{'weight': 1}
846,8,{'weight': 1}
846,747,{'weight': 1}
379,2,{'weight': 1}
379,4,{'weight': 1}
379,31,{'weight': 1}
379,40,{'weight': 1}
379,44,{'weight': 1}
379,54,{'weight': 1}
379,109,{'weight': 1}
379,223,{'weight': 1}
379,270,{'weight': 1}
379,1209,{'weight': 2}
379,1230,{'weight': 1}
379,466,{'weight': 1}
545,3,{'weight': 5}
545,6,{'weight': 1}
545,9,{'weight': 1}
545,10,{'weight': 1}
545,14,{'weight': 1}
545,49,{'weight': 1}
545,77,{'weight': 1}
545,128,{'weight': 2}
545,135,{'weight': 1}
545,155,{'weight': 1}
545,415,{'weight': 10}
1589,30,{'weight': 2}
1589,58,{'weight': 2}
2402,222,{'weight': 1}
1862,597,{'weight': 2}
2383,151,{'weight': 1}
1195,30,{'weight': 4}
1195,49,{'weight': 1}
1195,432,{'weight': 1}
1195,707,{'weight': 1}
2375,128,{'weight': 1}
292,5,{'weight': 1}
292,11,{'weight': 4}
292,12,{'weight': 6}
292,19,{'weight': 8}
292,34,{'weight': 1}
292,36,{'weight': 1}
292,58,{'weight': 1}
292,72,{'weight': 1}
292,105,{'weight': 1}
292,116,{'weight': 2}
292,118,{'weight': 4}
292,125,{'weight': 2}
292,128,{'weight': 2}
292,141,{'weight': 1}
292,526,{'weight': 1}
292,321,{'weight': 1}
292,894,{'weight': 1}
292,462,{'weight': 1}
292,432,{'weight': 1}
292,1526,{'weight': 1}
292,309,{'weight': 1}
3253,24,{'weight': 1}
1574,7,{'weight': 1}
1574,19,{'weight': 1}
1574,115,{'weight': 1}
2351,1129,{'weight': 1}
2338,49,{'weight': 1}
1521,1078,{'weight': 3}
1826,456,{'weight': 1}
1826,885,{'weight': 1}
1822,241,{'weight': 1}
1822,432,{'weight': 1}
523,7,{'weight': 1}
523,8,{'weight': 2}
523,25,{'weight': 2}
523,30,{'weight': 1}
523,177,{'weight': 5}
523,249,{'weight': 5}
523,278,{'weight': 3}
523,371,{'weight': 2}
523,1341,{'weight': 4}
373,26,{'weight': 1}
373,29,{'weight': 1}
373,46,{'weight': 1}
373,89,{'weight': 7}
373,222,{'weight': 1}
373,244,{'weight': 1}
373,333,{'weight': 1}
373,3146,{'weight': 1}
373,1060,{'weight': 1}
373,752,{'weight': 1}
373,656,{'weight': 1}
373,2281,{'weight': 1}
373,3069,{'weight': 1}
373,395,{'weight': 1}
373,7338,{'weight': -1}
1331,12,{'weight': 2}
1331,43,{'weight': 1}
1331,71,{'weight': 1}
810,6,{'weight': 4}
1337,42,{'weight': 1}
1337,43,{'weight': 1}
1337,522,{'weight': 1}
2217,11,{'weight': 2}
1505,161,{'weight': 1}
1505,798,{'weight': 2}
2198,798,{'weight': 1}
2185,798,{'weight': 1}
1749,69,{'weight': 1}
1749,347,{'weight': 1}
517,27,{'weight': 5}
517,142,{'weight': 3}
517,214,{'weight': 3}
517,329,{'weight': 4}
517,7603,{'weight': -10}
2163,69,{'weight': 2}
796,14,{'weight': 10}
796,32,{'weight': 3}
796,117,{'weight': 1}
796,547,{'weight': 1}
796,588,{'weight': 1}
796,7603,{'weight': 2}
2144,14,{'weight': 1}
2136,14,{'weight': 1}
2119,22,{'weight': 1}
1413,223,{'weight': 1}
1413,563,{'weight': 1}
1413,717,{'weight': 1}
1117,28,{'weight': 1}
1117,254,{'weight': 1}
1117,480,{'weight': 1}
1117,620,{'weight': 1}
300,9,{'weight': 1}
300,79,{'weight': 1}
300,108,{'weight': 1}
300,175,{'weight': 2}
300,344,{'weight': 5}
300,2047,{'weight': 2}
300,481,{'weight': 2}
300,2033,{'weight': 2}
300,542,{'weight': 1}
300,2066,{'weight': 1}
300,341,{'weight': 1}
300,7564,{'weight': -1}
7589,84,{'weight': 1}
7589,175,{'weight': 1}
7589,382,{'weight': 1}
7589,775,{'weight': 2}
1368,2,{'weight': 10}
1368,13,{'weight': 10}
1368,19,{'weight': 2}
1368,120,{'weight': 1}
1368,245,{'weight': 1}
1368,249,{'weight': 1}
164,2,{'weight': 10}
164,11,{'weight': -2}
164,12,{'weight': 1}
164,15,{'weight': 2}
164,16,{'weight': 1}
164,19,{'weight': 2}
164,58,{'weight': 1}
164,82,{'weight': 1}
164,85,{'weight': 2}
164,86,{'weight': 2}
164,105,{'weight': 2}
164,837,{'weight': 10}
164,835,{'weight': 10}
164,199,{'weight': 2}
164,174,{'weight': 2}
164,1904,{'weight': 1}
164,279,{'weight': 1}
164,375,{'weight': 1}
164,269,{'weight': 1}
164,761,{'weight': 1}
164,1393,{'weight': -1}
244,2,{'weight': 10}
244,3,{'weight': 3}
244,6,{'weight': 1}
244,26,{'weight': 1}
244,30,{'weight': 10}
244,33,{'weight': 1}
244,43,{'weight': 1}
244,56,{'weight': 5}
244,80,{'weight': 10}
244,95,{'weight': 1}
244,120,{'weight': 1}
244,134,{'weight': 3}
244,143,{'weight': 1}
244,177,{'weight': -10}
244,197,{'weight': 1}
244,227,{'weight': 2}
244,1181,{'weight': 3}
244,245,{'weight': 2}
244,280,{'weight': 2}
244,2329,{'weight': 2}
244,7595,{'weight': 2}
244,703,{'weight': 2}
244,641,{'weight': 1}
244,1060,{'weight': 1}
244,1356,{'weight': 1}
244,373,{'weight': 1}
244,295,{'weight': 1}
244,333,{'weight': 1}
244,1041,{'weight': 1}
244,7584,{'weight': -10}
62,2,{'weight': 10}
62,3,{'weight': 1}
62,7,{'weight': 1}
62,8,{'weight': 4}
62,10,{'weight': 5}
62,21,{'weight': 4}
62,24,{'weight': 1}
62,25,{'weight': 2}
62,26,{'weight': 1}
62,42,{'weight': 1}
62,51,{'weight': 1}
62,102,{'weight': 6}
62,124,{'weight': 6}
62,85,{'weight': 5}
62,166,{'weight': 5}
62,116,{'weight': 3}
62,179,{'weight': 3}
62,136,{'weight': 3}
62,92,{'weight': 2}
62,306,{'weight': 2}
62,229,{'weight': 1}
62,174,{'weight': 1}
62,203,{'weight': 1}
62,886,{'weight': 1}
62,2314,{'weight': 1}
62,237,{'weight': 1}
62,95,{'weight': 1}
62,885,{'weight': 1}
62,596,{'weight': 1}
62,1043,{'weight': 1}
62,5679,{'weight': 1}
62,933,{'weight': 1}
62,73,{'weight': 1}
62,587,{'weight': 1}
62,258,{'weight': 1}
62,1785,{'weight': 1}
62,145,{'weight': 1}
62,1781,{'weight': 1}
62,278,{'weight': 1}
62,1165,{'weight': 1}
62,205,{'weight': 1}
62,265,{'weight': 1}
62,7590,{'weight': -10}
2244,2,{'weight': 10}
2244,32,{'weight': 1}
2244,41,{'weight': 1}
2244,166,{'weight': 1}
2244,7539,{'weight': -10}
2244,7462,{'weight': -10}
2244,7600,{'weight': -10}
148,2,{'weight': 10}
148,4,{'weight': 10}
148,16,{'weight': 2}
148,40,{'weight': 1}
148,44,{'weight': 1}
148,54,{'weight': 2}
148,84,{'weight': 2}
148,109,{'weight': 1}
148,119,{'weight': 5}
148,131,{'weight': 3}
148,139,{'weight': 1}
148,540,{'weight': 5}
148,840,{'weight': 4}
148,380,{'weight': 3}
148,512,{'weight': 3}
148,1995,{'weight': 2}
148,1913,{'weight': 2}
148,1600,{'weight': 2}
148,313,{'weight': 1}
148,1099,{'weight': 1}
148,152,{'weight': 1}
148,7327,{'weight': 1}
148,1401,{'weight': 1}
148,466,{'weight': 1}
148,1409,{'weight': 1}
148,768,{'weight': 1}
148,270,{'weight': 1}
148,439,{'weight': 1}
148,7603,{'weight': -10}
7403,2,{'weight': 10}
7403,13,{'weight': 1}
7403,17,{'weight': 1}
7403,37,{'weight': 5}
7403,64,{'weight': 1}
7403,145,{'weight': 1}
52,2,{'weight': 10}
52,7,{'weight': 1}
52,8,{'weight': 2}
52,9,{'weight': 1}
52,10,{'weight': 3}
52,20,{'weight': 4}
52,21,{'weight': 3}
52,25,{'weight': 5}
52,26,{'weight': 2}
52,32,{'weight': 3}
52,39,{'weight': 1}
52,50,{'weight': 1}
52,51,{'weight': 1}
52,257,{'weight': 8}
52,177,{'weight': 7}
52,362,{'weight': 4}
52,189,{'weight': 3}
52,961,{'weight': 2}
52,487,{'weight': 2}
52,1320,{'weight': 2}
52,7565,{'weight': 2}
52,1138,{'weight': 2}
52,2195,{'weight': 2}
52,637,{'weight': 2}
52,203,{'weight': 1}
52,266,{'weight': 1}
52,90,{'weight': 1}
52,807,{'weight': 1}
52,306,{'weight': 1}
52,83,{'weight': 1}
52,259,{'weight': 1}
52,284,{'weight': 1}
52,1328,{'weight': 1}
52,1986,{'weight': 1}
52,550,{'weight': 1}
52,146,{'weight': 1}
52,2902,{'weight': 1}
52,946,{'weight': 1}
52,274,{'weight': 1}
52,949,{'weight': 1}
52,67,{'weight': 1}
52,955,{'weight': 1}
52,1034,{'weight': 1}
52,193,{'weight': 1}
52,2893,{'weight': 1}
52,2896,{'weight': 1}
52,686,{'weight': 1}
52,2180,{'weight': 1}
52,1033,{'weight': 1}
52,69,{'weight': 1}
52,100,{'weight': 1}
52,264,{'weight': 1}
52,951,{'weight': 1}
52,2886,{'weight': 1}
52,361,{'weight': 1}
52,634,{'weight': 1}
52,1145,{'weight': 1}
52,1755,{'weight': 1}
52,739,{'weight': 1}
52,277,{'weight': 1}
52,7603,{'weight': -10}
52,798,{'weight': -10}
159,2,{'weight': 10}
159,4,{'weight': 3}
159,9,{'weight': 9}
159,10,{'weight': 3}
159,14,{'weight': 8}
159,15,{'weight': 3}
159,17,{'weight': 9}
159,20,{'weight': 10}
159,22,{'weight': 7}
159,24,{'weight': 2}
159,37,{'weight': 5}
159,38,{'weight': 3}
159,42,{'weight': 1}
159,47,{'weight': 8}
159,65,{'weight': 5}
159,66,{'weight': 2}
159,67,{'weight': 2}
159,69,{'weight': 2}
159,113,{'weight': -5}
159,122,{'weight': 1}
159,143,{'weight': 1}
159,145,{'weight': 3}
159,272,{'weight': 10}
159,1140,{'weight': 1}
159,1099,{'weight': 1}
159,444,{'weight': 1}
159,1234,{'weight': 1}
159,7402,{'weight': 1}
159,7565,{'weight': -10}
159,7589,{'weight': -10}
66,2,{'weight': 10}
66,8,{'weight': 1}
66,9,{'weight': 3}
66,10,{'weight': 1}
66,11,{'weight': 4}
66,17,{'weight': 1}
66,20,{'weight': 3}
66,26,{'weight': 1}
66,32,{'weight': 1}
66,41,{'weight': 2}
66,42,{'weight': 3}
66,47,{'weight': 3}
66,48,{'weight': 5}
66,1242,{'weight': 5}
66,143,{'weight': 3}
66,101,{'weight': 2}
66,124,{'weight': 2}
66,98,{'weight': 2}
66,159,{'weight': 2}
66,100,{'weight': 2}
66,482,{'weight': 2}
66,1456,{'weight': 1}
66,70,{'weight': 1}
66,686,{'weight': 1}
66,2851,{'weight': 1}
66,409,{'weight': 1}
66,2856,{'weight': 1}
66,2594,{'weight': 1}
66,83,{'weight': 1}
66,133,{'weight': 1}
66,97,{'weight': 1}
66,1449,{'weight': 1}
66,1300,{'weight': 1}
66,1646,{'weight': 1}
66,738,{'weight': 1}
66,483,{'weight': 1}
66,1720,{'weight': 1}
66,253,{'weight': 1}
66,1473,{'weight': 1}
66,7603,{'weight': -2}
60,2,{'weight': 10}
60,14,{'weight': 1}
60,16,{'weight': 1}
60,17,{'weight': 5}
60,25,{'weight': 2}
60,35,{'weight': 2}
60,267,{'weight': 5}
60,176,{'weight': 5}
60,740,{'weight': 4}
60,1773,{'weight': 3}
60,673,{'weight': 3}
60,549,{'weight': 3}
60,134,{'weight': 2}
60,1504,{'weight': 2}
60,2184,{'weight': 2}
60,80,{'weight': 1}
60,63,{'weight': 1}
60,361,{'weight': 1}
60,256,{'weight': 1}
60,518,{'weight': 1}
60,7573,{'weight': -10}
60,7564,{'weight': -10}
585,2,{'weight': 10}
585,21,{'weight': 1}
585,27,{'weight': 1}
585,34,{'weight': 1}
585,36,{'weight': 1}
585,58,{'weight': 2}
585,103,{'weight': 1}
585,116,{'weight': 2}
585,123,{'weight': 1}
585,124,{'weight': 1}
585,463,{'weight': 2}
585,547,{'weight': 1}
585,798,{'weight': 2}
585,1859,{'weight': 1}
585,7410,{'weight': 1}
585,7600,{'weight': -5}
585,7604,{'weight': -10}
97,2,{'weight': 10}
97,3,{'weight': 1}
97,4,{'weight': 10}
97,5,{'weight': 5}
97,9,{'weight': 10}
97,10,{'weight': 3}
97,12,{'weight': 3}
97,14,{'weight': 4}
97,17,{'weight': 3}
97,19,{'weight': 1}
97,25,{'weight': 1}
97,31,{'weight': 1}
97,40,{'weight': 1}
97,41,{'weight': 1}
97,66,{'weight': 1}
97,69,{'weight': 1}
97,73,{'weight': 1}
97,76,{'weight': 3}
97,79,{'weight': 3}
97,85,{'weight': 1}
97,177,{'weight': 10}
97,475,{'weight': 10}
97,273,{'weight': 10}
97,280,{'weight': 5}
97,102,{'weight': 5}
97,366,{'weight': 3}
97,1706,{'weight': 3}
97,228,{'weight': 2}
97,345,{'weight': 2}
97,925,{'weight': 2}
97,105,{'weight': 1}
97,136,{'weight': 1}
97,115,{'weight': 1}
97,807,{'weight': 1}
97,2215,{'weight': 1}
97,1488,{'weight': 1}
97,316,{'weight': 1}
97,854,{'weight': 1}
97,255,{'weight': 1}
97,1136,{'weight': 1}
97,211,{'weight': 1}
97,284,{'weight': 1}
97,1284,{'weight': 1}
97,919,{'weight': 1}
97,7451,{'weight': -1}
2006,2,{'weight': 10}
1421,2,{'weight': 10}
1421,30,{'weight': 1}
1421,494,{'weight': 3}
353,2,{'weight': 10}
353,4,{'weight': 2}
353,16,{'weight': 3}
353,45,{'weight': 5}
353,99,{'weight': 1}
353,113,{'weight': 2}
353,119,{'weight': 5}
353,216,{'weight': 2}
353,1102,{'weight': 2}
353,1101,{'weight': 2}
353,996,{'weight': 2}
353,505,{'weight': 2}
353,1916,{'weight': 1}
353,443,{'weight': 1}
353,438,{'weight': 1}
353,532,{'weight': 1}
353,379,{'weight': 1}
353,1212,{'weight': 1}
51,2,{'weight': 9}
51,7,{'weight': 3}
51,8,{'weight': 3}
51,9,{'weight': 2}
51,10,{'weight': 2}
51,11,{'weight': 2}
51,14,{'weight': 3}
51,15,{'weight': 1}
51,17,{'weight': 2}
51,21,{'weight': 3}
51,22,{'weight': 1}
51,24,{'weight': 2}
51,26,{'weight': 2}
51,35,{'weight': 1}
51,39,{'weight': 2}
51,40,{'weight': 1}
51,41,{'weight': 2}
51,42,{'weight': 1}
51,45,{'weight': 3}
51,47,{'weight': 1}
51,185,{'weight': 5}
51,67,{'weight': 5}
51,741,{'weight': 4}
51,170,{'weight': 3}
51,1077,{'weight': 3}
51,177,{'weight': 2}
51,135,{'weight': 2}
51,62,{'weight': 2}
51,1020,{'weight': 2}
51,98,{'weight': 2}
51,145,{'weight': 2}
51,2133,{'weight': 2}
51,173,{'weight': 1}
51,1809,{'weight': 1}
51,116,{'weight': 1}
51,166,{'weight': 1}
51,1162,{'weight': 1}
51,961,{'weight': 1}
51,553,{'weight': 1}
51,295,{'weight': 1}
51,107,{'weight': 1}
51,80,{'weight': 1}
51,1322,{'weight': 1}
51,7389,{'weight': 1}
51,1145,{'weight': 1}
51,1314,{'weight': 1}
51,2887,{'weight': 1}
51,638,{'weight': 1}
51,2879,{'weight': 1}
51,1287,{'weight': 1}
51,687,{'weight': 1}
51,1140,{'weight': 1}
51,370,{'weight': 1}
51,70,{'weight': 1}
51,133,{'weight': 1}
51,796,{'weight': 1}
51,371,{'weight': 1}
51,75,{'weight': 1}
51,1484,{'weight': 1}
51,211,{'weight': 1}
51,157,{'weight': 1}
51,156,{'weight': 1}
51,345,{'weight': 1}
51,2150,{'weight': 1}
51,2151,{'weight': 1}
51,65,{'weight': 1}
51,672,{'weight': 1}
51,2143,{'weight': 1}
51,409,{'weight': 1}
51,2802,{'weight': 1}
51,2798,{'weight': 1}
51,588,{'weight': 1}
51,176,{'weight': -1}
51,7580,{'weight': -10}
51,7573,{'weight': -10}
51,7592,{'weight': -10}
51,7526,{'weight': -10}
185,2,{'weight': 9}
185,6,{'weight': 3}
185,9,{'weight': -3}
185,10,{'weight': 3}
185,11,{'weight': 1}
185,21,{'weight': 2}
185,24,{'weight': 4}
185,31,{'weight': 3}
185,32,{'weight': 2}
185,37,{'weight': 3}
185,47,{'weight': 2}
185,51,{'weight': 2}
185,53,{'weight': 2}
185,55,{'weight': 8}
185,83,{'weight': 3}
185,95,{'weight': 1}
185,98,{'weight': 2}
185,137,{'weight': 2}
185,170,{'weight': 1}
185,188,{'weight': 5}
185,349,{'weight': 3}
185,198,{'weight': 3}
185,249,{'weight': 3}
185,7562,{'weight': 3}
185,288,{'weight': 2}
185,1691,{'weight': 2}
185,687,{'weight': 2}
185,264,{'weight': 1}
185,813,{'weight': 1}
185,423,{'weight': 1}
185,582,{'weight': 1}
312,2,{'weight': 9}
312,4,{'weight': 9}
312,33,{'weight': 1}
312,37,{'weight': 3}
312,45,{'weight': 3}
312,74,{'weight': 5}
312,967,{'weight': 1}
312,668,{'weight': 1}
312,784,{'weight': 1}
312,574,{'weight': 1}
312,715,{'weight': 1}
312,7604,{'weight': -10}
168,2,{'weight': 9}
168,4,{'weight': 4}
168,6,{'weight': 2}
168,10,{'weight': 2}
168,37,{'weight': 1}
168,56,{'weight': 1}
168,74,{'weight': 1}
168,91,{'weight': 1}
168,140,{'weight': 1}
168,152,{'weight': 2}
168,323,{'weight': 2}
168,996,{'weight': 2}
168,591,{'weight': 1}
168,7328,{'weight': 1}
168,772,{'weight': 1}
168,439,{'weight': 1}
168,7602,{'weight': -10}
168,7601,{'weight': -10}
168,7599,{'weight': -10}
168,7598,{'weight': -10}
168,7604,{'weight': -10}
354,2,{'weight': 8}
354,188,{'weight': 2}
354,224,{'weight': 10}
354,251,{'weight': 3}
354,440,{'weight': 6}
354,1402,{'weight': 1}
354,7564,{'weight': -4}
108,2,{'weight': 8}
108,9,{'weight': 2}
108,20,{'weight': 2}
108,22,{'weight': 3}
108,31,{'weight': 1}
108,70,{'weight': 1}
108,78,{'weight': 1}
108,95,{'weight': 3}
108,1292,{'weight': 7}
108,1743,{'weight': 3}
108,483,{'weight': 2}
108,188,{'weight': 2}
108,145,{'weight': 2}
108,798,{'weight': 2}
108,382,{'weight': 2}
108,1099,{'weight': 2}
108,2663,{'weight': 1}
108,130,{'weight': 1}
108,1363,{'weight': 1}
108,645,{'weight': 1}
108,2176,{'weight': 1}
108,2175,{'weight': 1}
108,1744,{'weight': 1}
108,2842,{'weight': 1}
108,546,{'weight': 1}
108,1683,{'weight': 1}
108,300,{'weight': 1}
108,1456,{'weight': 1}
108,2005,{'weight': 1}
108,2610,{'weight': 1}
108,1951,{'weight': 1}
108,355,{'weight': 1}
108,1601,{'weight': 1}
108,109,{'weight': 1}
91,2,{'weight': 8}
91,4,{'weight': 3}
91,15,{'weight': 2}
91,18,{'weight': 4}
91,37,{'weight': 1}
91,54,{'weight': 8}
91,194,{'weight': 8}
91,200,{'weight': 8}
91,234,{'weight': 8}
91,469,{'weight': 8}
91,152,{'weight': 4}
91,441,{'weight': 3}
91,168,{'weight': 3}
91,625,{'weight': 2}
91,1084,{'weight': 2}
91,223,{'weight': 2}
91,119,{'weight': 2}
91,1665,{'weight': 1}
91,438,{'weight': 1}
91,769,{'weight': 1}
91,532,{'weight': 1}
91,7424,{'weight': 1}
91,297,{'weight': 1}
91,7546,{'weight': -10}
40,2,{'weight': 8}
40,3,{'weight': 1}
40,4,{'weight': 9}
40,6,{'weight': 1}
40,7,{'weight': 1}
40,9,{'weight': 8}
40,10,{'weight': 3}
40,12,{'weight': 2}
40,14,{'weight': 3}
40,15,{'weight': 1}
40,16,{'weight': 2}
