source,target,weight
249,367,{'weight': 1}
249,62,{'weight': 1}
249,371,{'weight': 1}
249,393,{'weight': 1}
249,7,{'weight': 5}
249,491,{'weight': 3}
249,198,{'weight': 1}
249,764,{'weight': 1}
249,772,{'weight': 2}
249,774,{'weight': 1}
249,777,{'weight': 1}
249,808,{'weight': 1}
249,817,{'weight': 2}
249,241,{'weight': 8}
249,1477,{'weight': 2}
243,60,{'weight': 6}
243,680,{'weight': 1}
243,7,{'weight': 7}
243,692,{'weight': 1}
243,644,{'weight': 1}
243,849,{'weight': 1}
243,390,{'weight': 3}
243,1281,{'weight': 1}
243,141,{'weight': 2}
243,545,{'weight': 1}
243,775,{'weight': 1}
243,1217,{'weight': 2}
252,60,{'weight': 1}
253,95,{'weight': 1}
255,60,{'weight': 1}
255,2067,{'weight': 1}
256,206,{'weight': 1}
256,153,{'weight': 1}
256,141,{'weight': 1}
256,287,{'weight': 1}
256,428,{'weight': 1}
256,77,{'weight': 1}
256,402,{'weight': 1}
256,405,{'weight': 1}
256,469,{'weight': 2}
256,64,{'weight': 1}
256,521,{'weight': 1}
256,515,{'weight': 1}
256,166,{'weight': 2}
256,630,{'weight': 1}
256,29,{'weight': 1}
256,664,{'weight': 1}
256,647,{'weight': 1}
256,295,{'weight': 1}
256,321,{'weight': 2}
256,634,{'weight': 1}
256,629,{'weight': 1}
256,202,{'weight': 6}
256,1736,{'weight': 1}
256,523,{'weight': 2}
256,2494,{'weight': 1}
256,1018,{'weight': 1}
256,3149,{'weight': 2}
256,1693,{'weight': 4}
256,2819,{'weight': 1}
256,3735,{'weight': 1}
256,3824,{'weight': 1}
256,5614,{'weight': 5}
257,265,{'weight': 4}
257,242,{'weight': 5}
257,104,{'weight': 5}
257,60,{'weight': 5}
257,29,{'weight': 5}
257,279,{'weight': 4}
257,274,{'weight': 5}
257,314,{'weight': 4}
257,275,{'weight': 4}
257,334,{'weight': 3}
257,338,{'weight': 5}
257,268,{'weight': 6}
257,283,{'weight': 3}
257,336,{'weight': 3}
257,359,{'weight': 5}
257,21,{'weight': 5}
257,244,{'weight': 5}
257,295,{'weight': 4}
257,284,{'weight': 4}
257,392,{'weight': 5}
257,397,{'weight': 5}
257,400,{'weight': 5}
257,177,{'weight': 4}
257,414,{'weight': 4}
257,415,{'weight': 5}
257,340,{'weight': 6}
257,372,{'weight': 6}
257,341,{'weight': 4}
257,332,{'weight': 3}
257,339,{'weight': 4}
257,297,{'weight': 4}
257,322,{'weight': 4}
257,105,{'weight': 6}
257,310,{'weight': 4}
257,309,{'weight': 3}
257,431,{'weight': 4}
257,41,{'weight': 4}
257,312,{'weight': 4}
257,369,{'weight': 4}
257,417,{'weight': 4}
257,264,{'weight': 5}
257,376,{'weight': 6}
257,373,{'weight': 4}
257,269,{'weight': 5}
257,420,{'weight': 6}
257,250,{'weight': 5}
257,214,{'weight': 5}
257,224,{'weight': 5}
257,320,{'weight': 3}
257,328,{'weight': 4}
257,217,{'weight': 5}
257,422,{'weight': 5}
257,218,{'weight': 5}
257,342,{'weight': 4}
257,408,{'weight': 4}
257,351,{'weight': 4}
257,337,{'weight': 5}
257,348,{'weight': 3}
257,519,{'weight': 4}
257,381,{'weight': 4}
257,362,{'weight': 4}
257,377,{'weight': 4}
257,346,{'weight': 4}
257,364,{'weight': 4}
257,331,{'weight': 5}
257,413,{'weight': 5}
257,361,{'weight': 4}
257,254,{'weight': 5}
257,278,{'weight': 5}
257,234,{'weight': 5}
257,228,{'weight': 5}
257,229,{'weight': 5}
257,276,{'weight': 4}
257,425,{'weight': 6}
257,365,{'weight': 4}
257,360,{'weight': 4}
257,256,{'weight': 5}
257,335,{'weight': 5}
257,426,{'weight': 4}
257,406,{'weight': 3}
257,273,{'weight': 6}
257,441,{'weight': 4}
257,246,{'weight': 5}
257,343,{'weight': 4}
257,240,{'weight': 5}
257,261,{'weight': 5}
257,277,{'weight': 5}
257,266,{'weight': 5}
257,333,{'weight': 5}
257,251,{'weight': 5}
257,344,{'weight': 5}
257,204,{'weight': 4}
257,321,{'weight': 5}
258,6,{'weight': 1}
258,259,{'weight': 1}
259,258,{'weight': 2}
259,219,{'weight': 1}
259,2455,{'weight': 7}
261,1,{'weight': 1}
261,60,{'weight': 2}
261,507,{'weight': 1}
261,576,{'weight': 1}
261,951,{'weight': 1}
261,655,{'weight': 2}
261,1094,{'weight': 2}
262,207,{'weight': 1}
262,530,{'weight': 2}
262,547,{'weight': 2}
262,520,{'weight': 1}
262,562,{'weight': 1}
262,198,{'weight': 1}
263,23,{'weight': 4}
263,1219,{'weight': 1}
265,60,{'weight': 4}
265,41,{'weight': 1}
265,1277,{'weight': 1}
266,149,{'weight': 1}
266,60,{'weight': 5}
266,350,{'weight': 2}
266,233,{'weight': 2}
266,475,{'weight': 3}
266,668,{'weight': 1}
266,436,{'weight': 1}
266,654,{'weight': 2}
266,222,{'weight': 1}
266,653,{'weight': 1}
266,1,{'weight': 2}
266,630,{'weight': 1}
266,674,{'weight': 1}
266,77,{'weight': 2}
266,7,{'weight': 4}
266,1128,{'weight': 1}
266,1562,{'weight': 1}
266,2034,{'weight': 1}
267,35,{'weight': 1}
268,6,{'weight': 3}
268,200,{'weight': 2}
268,62,{'weight': 7}
268,383,{'weight': 4}
268,300,{'weight': 4}
229,215,{'weight': 1}
229,297,{'weight': 1}
229,60,{'weight': 2}
221,215,{'weight': 2}
221,269,{'weight': 1}
221,171,{'weight': 1}
221,272,{'weight': 1}
221,202,{'weight': 4}
221,64,{'weight': 1}
221,206,{'weight': 1}
221,214,{'weight': 1}
269,221,{'weight': 1}
269,3,{'weight': 1}
269,7,{'weight': 1}
269,186,{'weight': 2}
271,1,{'weight': 1}
271,202,{'weight': 1}
272,221,{'weight': 1}
272,7,{'weight': 2}
272,64,{'weight': 1}
272,630,{'weight': 2}
272,452,{'weight': 1}
272,664,{'weight': 2}
272,628,{'weight': 1}
272,1134,{'weight': 1}
272,705,{'weight': 2}
273,60,{'weight': 3}
273,206,{'weight': 2}
273,141,{'weight': 2}
273,465,{'weight': 1}
273,159,{'weight': 1}
273,582,{'weight': 1}
273,227,{'weight': 1}
273,579,{'weight': 1}
273,399,{'weight': 1}
273,502,{'weight': 3}
273,171,{'weight': 1}
273,534,{'weight': 1}
273,767,{'weight': 1}
273,967,{'weight': 2}
273,632,{'weight': 1}
273,546,{'weight': 1}
273,144,{'weight': 2}
273,978,{'weight': 1}
273,770,{'weight': 2}
273,628,{'weight': 2}
273,832,{'weight': 4}
273,1001,{'weight': 1}
273,1011,{'weight': 2}
273,64,{'weight': 1}
273,763,{'weight': 1}
273,1177,{'weight': 1}
273,780,{'weight': 1}
274,1,{'weight': 1}
274,295,{'weight': 2}
274,29,{'weight': 2}
274,204,{'weight': 1}
274,108,{'weight': 1}
274,321,{'weight': 2}
274,327,{'weight': 1}
274,1701,{'weight': 2}
274,1846,{'weight': 4}
274,2040,{'weight': 4}
274,215,{'weight': 2}
274,2187,{'weight': 3}
274,132,{'weight': 1}
274,2113,{'weight': 1}
274,2125,{'weight': 1}
274,3309,{'weight': 4}
274,3656,{'weight': 3}
275,141,{'weight': 1}
276,60,{'weight': 3}
276,222,{'weight': 1}
276,416,{'weight': 1}
276,159,{'weight': 1}
276,630,{'weight': 1}
270,277,{'weight': 1}
270,135,{'weight': 1}
270,421,{'weight': 1}
270,7,{'weight': 4}
270,29,{'weight': 1}
270,387,{'weight': 1}
270,396,{'weight': 1}
270,416,{'weight': 2}
270,610,{'weight': 1}
270,625,{'weight': 1}
270,521,{'weight': 1}
270,681,{'weight': 1}
270,452,{'weight': 1}
270,782,{'weight': 1}
270,783,{'weight': 1}
270,742,{'weight': 1}
270,813,{'weight': 1}
270,775,{'weight': 1}
270,832,{'weight': -10}
270,1119,{'weight': 1}
270,62,{'weight': 4}
270,1174,{'weight': 10}
270,1,{'weight': 5}
270,93,{'weight': 2}
270,1207,{'weight': 1}
270,634,{'weight': 1}
270,1043,{'weight': 2}
270,1301,{'weight': 1}
270,1316,{'weight': 1}
270,1115,{'weight': 2}
270,1368,{'weight': 1}
270,1183,{'weight': 3}
270,184,{'weight': 1}
270,2143,{'weight': 1}
270,13,{'weight': 1}
270,1396,{'weight': 1}
270,1204,{'weight': 1}
270,2411,{'weight': 2}
270,905,{'weight': 1}
270,550,{'weight': 1}
270,1810,{'weight': 1}
270,3744,{'weight': -10}
270,3756,{'weight': -10}
270,3759,{'weight': -10}
270,3760,{'weight': -10}
270,3757,{'weight': -10}
270,1018,{'weight': 1}
277,270,{'weight': 1}
279,60,{'weight': 8}
278,202,{'weight': 3}
278,737,{'weight': 1}
278,60,{'weight': 4}
280,281,{'weight': 1}
280,29,{'weight': 1}
280,484,{'weight': 1}
280,495,{'weight': 1}
280,443,{'weight': 2}
280,502,{'weight': 1}
280,1094,{'weight': 1}
280,1053,{'weight': 2}
280,1436,{'weight': 1}
280,1456,{'weight': 2}
280,387,{'weight': 1}
280,905,{'weight': 1}
280,35,{'weight': 1}
280,1217,{'weight': 4}
280,7,{'weight': 4}
280,1473,{'weight': 1}
280,1490,{'weight': 1}
280,1491,{'weight': 1}
280,6,{'weight': 1}
280,1447,{'weight': 1}
280,1493,{'weight': 1}
280,1464,{'weight': 1}
280,3916,{'weight': 1}
280,4244,{'weight': 2}
280,202,{'weight': 2}
280,1508,{'weight': 2}
280,3815,{'weight': 8}
280,4405,{'weight': 1}
280,3583,{'weight': 1}
280,5175,{'weight': 2}
280,4499,{'weight': 1}
280,4553,{'weight': 1}
280,4562,{'weight': 1}
280,4840,{'weight': 1}
280,3000,{'weight': 1}
280,5254,{'weight': 1}
280,5025,{'weight': 1}
280,4291,{'weight': 1}
280,4838,{'weight': 1}
280,3699,{'weight': 4}
280,2642,{'weight': 1}
280,468,{'weight': 1}
280,5298,{'weight': 1}
280,550,{'weight': 1}
280,160,{'weight': 3}
280,3630,{'weight': 3}
280,1565,{'weight': 1}
280,5259,{'weight': 1}
280,5307,{'weight': 1}
280,5308,{'weight': 1}
280,4461,{'weight': 1}
280,4521,{'weight': 5}
280,5255,{'weight': 5}
280,3040,{'weight': 4}
280,4362,{'weight': 1}
280,5253,{'weight': 2}
280,4131,{'weight': 1}
280,1850,{'weight': -3}
280,4515,{'weight': 5}
282,206,{'weight': 1}
282,4,{'weight': 2}
282,305,{'weight': 1}
282,306,{'weight': 1}
282,144,{'weight': 1}
283,284,{'weight': 10}
283,428,{'weight': 1}
283,518,{'weight': 1}
283,508,{'weight': 1}
283,396,{'weight': 1}
283,198,{'weight': 1}
283,171,{'weight': 2}
283,479,{'weight': 2}
283,295,{'weight': 5}
283,418,{'weight': 2}
283,606,{'weight': 2}
283,7,{'weight': 10}
283,1556,{'weight': 2}
284,283,{'weight': 10}
284,21,{'weight': 1}
284,319,{'weight': 1}
284,257,{'weight': 4}
284,742,{'weight': 1}
284,854,{'weight': 1}
284,801,{'weight': 3}
284,908,{'weight': 1}
284,1092,{'weight': 1}
284,2658,{'weight': 4}
285,62,{'weight': 1}
285,141,{'weight': 1}
285,360,{'weight': 3}
285,7,{'weight': 2}
285,60,{'weight': 1}
285,198,{'weight': 1}
286,202,{'weight': 1}
286,80,{'weight': 1}
287,256,{'weight': 1}
288,202,{'weight': 1}
288,307,{'weight': 1}
288,404,{'weight': 1}
288,215,{'weight': 1}
288,198,{'weight': 1}
288,64,{'weight': 1}
288,159,{'weight': 1}
290,215,{'weight': 1}
291,245,{'weight': 1}
292,202,{'weight': 1}
293,204,{'weight': 1}
293,62,{'weight': 3}
293,296,{'weight': 5}
293,7,{'weight': 2}
294,7,{'weight': 1}
295,274,{'weight': 2}
295,468,{'weight': 3}
295,113,{'weight': 3}
295,222,{'weight': 3}
295,502,{'weight': 5}
295,666,{'weight': 3}
295,256,{'weight': 3}
295,667,{'weight': 3}
295,592,{'weight': 3}
295,350,{'weight': 3}
295,523,{'weight': 3}
295,630,{'weight': 3}
295,216,{'weight': 3}
295,860,{'weight': 3}
295,861,{'weight': 3}
295,770,{'weight': 3}
295,865,{'weight': 3}
295,283,{'weight': 5}
295,725,{'weight': 3}
295,902,{'weight': 5}
295,920,{'weight': 3}
295,985,{'weight': 5}
295,1091,{'weight': 3}
295,832,{'weight': 5}
296,7,{'weight': 5}
297,229,{'weight': 1}
297,15,{'weight': 2}
298,299,{'weight': 1}
298,39,{'weight': 3}
298,412,{'weight': 3}
298,446,{'weight': 1}
298,531,{'weight': 1}
298,613,{'weight': 5}
298,617,{'weight': 1}
298,688,{'weight': 1}
299,298,{'weight': 1}
299,60,{'weight': 3}
301,37,{'weight': 1}
301,64,{'weight': 1}
301,202,{'weight': 4}
301,437,{'weight': 1}
303,135,{'weight': 1}
304,29,{'weight': 1}
304,93,{'weight': 1}
304,62,{'weight': 1}
304,1,{'weight': 1}
304,353,{'weight': 1}
304,322,{'weight': 1}
304,485,{'weight': 1}
304,615,{'weight': 1}
304,557,{'weight': 4}
304,484,{'weight': 2}
304,4,{'weight': 3}
304,64,{'weight': 4}
304,680,{'weight': 1}
304,701,{'weight': 1}
304,847,{'weight': 1}
304,908,{'weight': 1}
304,929,{'weight': 1}
304,468,{'weight': 1}
304,1317,{'weight': 3}
304,1383,{'weight': 1}
304,1386,{'weight': 3}
304,1754,{'weight': 1}
304,1689,{'weight': 1}
304,1794,{'weight': 2}
304,1771,{'weight': 2}
304,1704,{'weight': 3}
304,363,{'weight': 2}
304,1788,{'weight': 1}
304,202,{'weight': 1}
304,135,{'weight': 1}
304,1686,{'weight': 1}
304,2051,{'weight': 1}
304,2085,{'weight': 1}
304,465,{'weight': 4}
304,1693,{'weight': 1}
304,2125,{'weight': 2}
304,2178,{'weight': 1}
304,1396,{'weight': 1}
304,25,{'weight': 10}
304,2098,{'weight': 2}
304,2135,{'weight': 1}
304,2083,{'weight': 1}
304,2266,{'weight': 2}
304,823,{'weight': 1}
304,1677,{'weight': 4}
304,1939,{'weight': 1}
304,2301,{'weight': 1}
304,1810,{'weight': 2}
304,2274,{'weight': 1}
304,2176,{'weight': 3}
304,937,{'weight': 1}
304,2330,{'weight': 1}
304,1751,{'weight': 3}
304,2255,{'weight': 1}
304,2257,{'weight': 1}
304,2369,{'weight': 2}
304,635,{'weight': 2}
304,1584,{'weight': 1}
304,729,{'weight': 2}
304,342,{'weight': 3}
304,1053,{'weight': 2}
304,1656,{'weight': 1}
304,1850,{'weight': 3}
304,2249,{'weight': 1}
304,700,{'weight': 1}
304,491,{'weight': 1}
304,7,{'weight': 2}
304,2417,{'weight': 1}
304,1860,{'weight': 3}
304,2233,{'weight': 1}
304,1802,{'weight': 2}
304,1612,{'weight': 1}
304,1670,{'weight': 4}
304,2118,{'weight': 1}
304,2306,{'weight': 3}
304,2030,{'weight': 1}
304,1585,{'weight': 4}
304,1764,{'weight': 4}
304,905,{'weight': 10}
304,546,{'weight': 1}
304,2415,{'weight': 1}
304,2198,{'weight': 10}
304,1899,{'weight': 10}
304,2636,{'weight': 1}
304,2296,{'weight': 3}
304,186,{'weight': 1}
304,492,{'weight': 1}
304,2808,{'weight': 1}
304,2581,{'weight': -10}
304,2214,{'weight': 1}
304,2688,{'weight': 1}
304,1819,{'weight': 5}
304,2859,{'weight': 1}
304,2961,{'weight': 3}
304,2485,{'weight': 1}
304,1953,{'weight': 8}
304,1905,{'weight': 5}
304,2318,{'weight': 5}
304,2642,{'weight': 3}
304,4098,{'weight': 3}
304,4519,{'weight': 1}
304,2045,{'weight': 6}
304,4197,{'weight': 2}
304,1316,{'weight': 1}
254,7,{'weight': 1}
254,17,{'weight': 2}
254,60,{'weight': 3}
254,296,{'weight': 2}
254,553,{'weight': 2}
305,282,{'weight': 1}
306,282,{'weight': 1}
307,206,{'weight': 1}
308,39,{'weight': 4}
308,21,{'weight': 3}
308,1,{'weight': 3}
308,404,{'weight': 1}
308,630,{'weight': 1}
308,13,{'weight': 1}
308,1018,{'weight': 1}
308,2110,{'weight': 1}
308,2388,{'weight': 1}
308,3366,{'weight': 1}
308,2404,{'weight': 1}
309,171,{'weight': 1}
309,382,{'weight': 1}
309,446,{'weight': 2}
309,257,{'weight': 2}
309,64,{'weight': 3}
309,1155,{'weight': 1}
309,537,{'weight': 3}
309,906,{'weight': -10}
309,647,{'weight': 2}
309,832,{'weight': -10}
309,270,{'weight': 2}
309,666,{'weight': 1}
309,1162,{'weight': 1}
309,1393,{'weight': -10}
309,1308,{'weight': -10}
309,1143,{'weight': -10}
309,1145,{'weight': -10}
309,1368,{'weight': 1}
309,1386,{'weight': 3}
309,1201,{'weight': 3}
309,1363,{'weight': 2}
309,1316,{'weight': 2}
309,1675,{'weight': -5}
309,882,{'weight': 2}
309,1383,{'weight': 3}
309,1752,{'weight': -3}
309,1352,{'weight': 2}
309,1,{'weight': 5}
309,905,{'weight': 3}
309,1862,{'weight': -10}
309,1714,{'weight': 1}
309,1677,{'weight': -1}
309,25,{'weight': -10}
309,1753,{'weight': -10}
309,135,{'weight': 1}
309,1956,{'weight': -10}
309,1487,{'weight': 2}
309,1917,{'weight': -10}
309,1810,{'weight': 1}
309,1620,{'weight': 2}
309,1939,{'weight': 1}
309,149,{'weight': 1}
309,1065,{'weight': 5}
309,1771,{'weight': -10}
309,2028,{'weight': 1}
310,282,{'weight': 1}
310,7,{'weight': 5}
310,25,{'weight': 1}
310,202,{'weight': 1}
311,1,{'weight': 1}
312,1,{'weight': 1}
312,60,{'weight': 2}
312,221,{'weight': 1}
312,62,{'weight': 1}
312,409,{'weight': 1}
312,64,{'weight': 1}
312,2688,{'weight': -10}
312,3451,{'weight': 1}
312,3366,{'weight': 1}
312,3445,{'weight': 1}
312,3624,{'weight': 1}
312,3653,{'weight': 1}
314,257,{'weight': 4}
314,7,{'weight': 4}
313,45,{'weight': 10}
313,135,{'weight': 1}
313,4833,{'weight': 1}
316,64,{'weight': 1}
316,274,{'weight': 1}
317,64,{'weight': 1}
317,537,{'weight': 1}
317,651,{'weight': 1}
317,113,{'weight': 1}
318,45,{'weight': 1}
318,163,{'weight': 1}
318,436,{'weight': 1}
318,62,{'weight': 7}
318,1383,{'weight': -10}
318,2194,{'weight': 2}
319,284,{'weight': 1}
319,670,{'weight': 1}
319,671,{'weight': 1}
319,690,{'weight': 1}
319,4,{'weight': 5}
319,730,{'weight': 1}
319,1176,{'weight': 1}
319,1302,{'weight': 1}
320,60,{'weight': 1}
320,410,{'weight': 1}
320,142,{'weight': 1}
320,443,{'weight': 2}
320,1,{'weight': 3}
322,202,{'weight': 1}
322,329,{'weight': 1}
322,379,{'weight': 1}
322,304,{'weight': 1}
322,35,{'weight': 1}
322,479,{'weight': 2}
322,310,{'weight': -10}
322,7,{'weight': 4}
322,484,{'weight': 1}
322,1854,{'weight': 1}
322,1386,{'weight': 1}
323,249,{'weight': 1}
324,215,{'weight': 1}
324,204,{'weight': 1}
324,202,{'weight': 1}
324,1,{'weight': 1}
324,790,{'weight': 1}
325,62,{'weight': 2}
325,33,{'weight': 1}
325,353,{'weight': 1}
325,594,{'weight': 1}
325,171,{'weight': 1}
325,653,{'weight': 1}
325,654,{'weight': 1}
325,177,{'weight': 1}
325,104,{'weight': 5}
325,19,{'weight': 1}
325,228,{'weight': 1}
325,1272,{'weight': 1}
326,7,{'weight': 1}
321,274,{'weight': 2}
321,202,{'weight': 3}
321,345,{'weight': 1}
321,215,{'weight': 1}
321,256,{'weight': 2}
327,274,{'weight': 1}
328,29,{'weight': 1}
329,322,{'weight': 1}
345,321,{'weight': 1}
345,346,{'weight': 1}
345,7,{'weight': 1}
345,441,{'weight': 2}
346,345,{'weight': 1}
346,257,{'weight': 1}
346,366,{'weight': 1}
346,171,{'weight': 1}
346,399,{'weight': 1}
346,458,{'weight': 1}
346,398,{'weight': 5}
346,374,{'weight': 1}
346,678,{'weight': 1}
346,627,{'weight': 1}
346,644,{'weight': 1}
346,838,{'weight': 1}
346,870,{'weight': 1}
346,775,{'weight': 2}
346,931,{'weight': 1}
346,988,{'weight': 1}
346,940,{'weight': 2}
346,62,{'weight': 1}
346,832,{'weight': -3}
346,1121,{'weight': 1}
346,656,{'weight': 1}
346,1409,{'weight': 1}
346,1417,{'weight': 1}
346,3744,{'weight': -10}
346,5227,{'weight': 1}
289,202,{'weight': 2}
347,202,{'weight': 1}
347,393,{'weight': 1}
347,405,{'weight': 1}
347,350,{'weight': 3}
349,249,{'weight': 5}
340,60,{'weight': 6}
340,1764,{'weight': 4}
340,917,{'weight': 4}
340,1690,{'weight': 8}
340,2113,{'weight': 3}
350,266,{'weight': 2}
350,353,{'weight': 2}
350,347,{'weight': 3}
350,77,{'weight': 1}
350,472,{'weight': 1}
350,489,{'weight': 2}
350,492,{'weight': 2}
350,64,{'weight': 2}
350,520,{'weight': 1}
350,547,{'weight': 2}
350,295,{'weight': 2}
350,647,{'weight': 1}
350,630,{'weight': 2}
350,779,{'weight': 2}
350,651,{'weight': 2}
350,894,{'weight': 1}
350,537,{'weight': 1}
350,589,{'weight': 1}
350,729,{'weight': 2}
350,921,{'weight': 1}
350,1386,{'weight': 1}
350,1517,{'weight': 1}
350,35,{'weight': 2}
350,1,{'weight': 1}
350,1562,{'weight': 1}
350,13,{'weight': 2}
350,239,{'weight': 5}
352,4,{'weight': 1}
352,296,{'weight': 2}
353,144,{'weight': 1}
353,350,{'weight': 2}
353,304,{'weight': 1}
353,386,{'weight': 1}
353,156,{'weight': 1}
353,409,{'weight': 1}
353,202,{'weight': 3}
353,433,{'weight': 1}
353,325,{'weight': 1}
353,198,{'weight': 1}
353,310,{'weight': -10}
353,594,{'weight': -10}
353,730,{'weight': 5}
353,1,{'weight': 10}
353,494,{'weight': 1}
353,923,{'weight': 1}
353,1046,{'weight': 8}
353,1043,{'weight': 1}
353,215,{'weight': 2}
353,134,{'weight': 10}
353,535,{'weight': 2}
353,1200,{'weight': 1}
353,493,{'weight': 1}
353,664,{'weight': 1}
353,1162,{'weight': 2}
353,484,{'weight': 1}
353,135,{'weight': 2}
353,729,{'weight': 1}
353,468,{'weight': 1}
353,546,{'weight': 1}
353,35,{'weight': 1}
353,1605,{'weight': 1}
353,1609,{'weight': 1}
353,1566,{'weight': 4}
353,1562,{'weight': 1}
353,1412,{'weight': 1}
353,579,{'weight': 2}
353,1585,{'weight': 1}
353,1386,{'weight': 3}
353,1366,{'weight': 7}
353,1383,{'weight': 4}
353,1802,{'weight': 1}
353,2243,{'weight': 1}
353,937,{'weight': 2}
353,1994,{'weight': 1}
353,1565,{'weight': 2}
353,2067,{'weight': 1}
353,2400,{'weight': 1}
353,2198,{'weight': 1}
353,2296,{'weight': 2}
353,2176,{'weight': 1}
353,1396,{'weight': 2}
353,2397,{'weight': 1}
353,209,{'weight': 2}
353,2344,{'weight': 4}
353,2449,{'weight': 1}
353,2494,{'weight': 1}
353,1810,{'weight': 1}
353,2028,{'weight': 1}
353,1984,{'weight': 1}
353,3534,{'weight': 1}
353,1317,{'weight': 3}
353,2303,{'weight': 2}
353,57,{'weight': 2}
353,905,{'weight': 2}
353,1502,{'weight': 1}
353,4361,{'weight': 1}
353,2642,{'weight': 4}
353,4366,{'weight': 1}
353,3465,{'weight': 1}
353,3820,{'weight': 1}
353,3578,{'weight': 1}
353,4554,{'weight': 1}
353,4562,{'weight': 1}
353,4605,{'weight': 1}
353,4887,{'weight': 1}
353,2942,{'weight': 2}
353,25,{'weight': 1}
353,4559,{'weight': 2}
353,4172,{'weight': 9}
353,3452,{'weight': 1}
353,4852,{'weight': 7}
353,3988,{'weight': 1}
353,4532,{'weight': 1}
353,2045,{'weight': 2}
353,13,{'weight': 6}
354,7,{'weight': 1}
355,135,{'weight': 1}
356,202,{'weight': 1}
356,370,{'weight': 1}
356,1,{'weight': 1}
356,104,{'weight': 2}
357,266,{'weight': 2}
357,347,{'weight': 2}
357,917,{'weight': 1}
359,257,{'weight': 3}
359,60,{'weight': 3}
359,504,{'weight': 1}
359,219,{'weight': 2}
359,524,{'weight': 1}
359,523,{'weight': 1}
359,832,{'weight': -10}
359,1510,{'weight': -1}
359,1566,{'weight': 2}
359,1733,{'weight': 2}
359,2040,{'weight': 1}
339,60,{'weight': 3}
339,257,{'weight': 4}
339,383,{'weight': 1}
360,285,{'weight': 3}
366,346,{'weight': 1}
366,144,{'weight': 1}
366,410,{'weight': -10}
366,432,{'weight': 1}
366,3807,{'weight': 1}
366,3735,{'weight': 3}
366,3699,{'weight': 1}
367,249,{'weight': 1}
368,7,{'weight': 1}
358,7,{'weight': 3}
358,202,{'weight': 3}
370,356,{'weight': 1}
371,249,{'weight': 1}
371,35,{'weight': 2}
372,257,{'weight': 5}
372,41,{'weight': 1}
372,380,{'weight': 1}
372,385,{'weight': 1}
372,525,{'weight': 1}
372,222,{'weight': 1}
363,202,{'weight': 4}
363,25,{'weight': 2}
363,450,{'weight': 1}
363,523,{'weight': 6}
363,104,{'weight': 3}
363,1176,{'weight': 1}
363,222,{'weight': 1}
363,1364,{'weight': 1}
363,729,{'weight': 5}
363,1636,{'weight': 1}
363,1566,{'weight': 2}
363,905,{'weight': 1}
363,1860,{'weight': 3}
363,1714,{'weight': 3}
363,2090,{'weight': 2}
363,1334,{'weight': 2}
363,304,{'weight': 3}
363,2639,{'weight': 1}
363,2725,{'weight': 1}
363,2642,{'weight': 1}
363,1366,{'weight': 10}
363,3669,{'weight': 1}
363,3744,{'weight': -10}
363,3335,{'weight': 1}
363,2028,{'weight': -10}
363,1383,{'weight': -10}
363,3621,{'weight': 1}
363,4524,{'weight': 3}
363,4197,{'weight': 4}
363,1018,{'weight': 8}
363,4639,{'weight': 10}
363,4172,{'weight': 5}
363,2125,{'weight': 3}
363,1810,{'weight': 3}
363,4253,{'weight': 3}
375,460,{'weight': 1}
375,540,{'weight': 1}
377,202,{'weight': 1}
377,386,{'weight': 1}
374,35,{'weight': 1}
374,346,{'weight': 1}
374,28,{'weight': 1}
374,838,{'weight': 1}
374,545,{'weight': 2}
374,775,{'weight': 1}
374,950,{'weight': 1}
374,931,{'weight': 1}
374,988,{'weight': 1}
374,1090,{'weight': 1}
378,215,{'weight': 1}
378,203,{'weight': 1}
378,7,{'weight': 1}
378,198,{'weight': 1}
378,159,{'weight': 2}
378,676,{'weight': 1}
378,644,{'weight': 1}
378,802,{'weight': 1}
379,322,{'weight': 1}
380,372,{'weight': 1}
380,186,{'weight': 1}
380,143,{'weight': 1}
382,309,{'weight': 1}
383,248,{'weight': 1}
383,339,{'weight': 1}
383,423,{'weight': 1}
383,401,{'weight': 1}
383,482,{'weight': 1}
383,348,{'weight': 1}
383,487,{'weight': 1}
383,7,{'weight': 1}
383,497,{'weight': 1}
383,203,{'weight': 1}
383,517,{'weight': 1}
383,64,{'weight': 2}
383,268,{'weight': 2}
383,775,{'weight': 1}
383,891,{'weight': 1}
383,1102,{'weight': 3}
384,178,{'weight': 1}
384,1,{'weight': 1}
384,51,{'weight': 5}
384,171,{'weight': 2}
384,416,{'weight': 2}
384,396,{'weight': 2}
384,534,{'weight': 1}
384,476,{'weight': 1}
384,596,{'weight': 1}
384,1257,{'weight': 1}
384,1317,{'weight': 1}
384,2198,{'weight': 1}
385,372,{'weight': 1}
386,348,{'weight': 1}
386,353,{'weight': 1}
386,387,{'weight': 1}
386,377,{'weight': 1}
386,468,{'weight': 1}
386,494,{'weight': 1}
386,7,{'weight': 2}
386,198,{'weight': 1}
386,630,{'weight': 1}
386,718,{'weight': 2}
348,386,{'weight': 1}
348,235,{'weight': 1}
348,383,{'weight': 1}
387,386,{'weight': 1}
387,393,{'weight': 2}
387,401,{'weight': 3}
387,423,{'weight': 1}
387,408,{'weight': 1}
387,472,{'weight': 1}
387,493,{'weight': 1}
387,270,{'weight': 1}
387,530,{'weight': 1}
387,198,{'weight': 1}
387,728,{'weight': 1}
387,630,{'weight': 1}
